,Source User id,Following id
7859,110073535628597470,"[110266014694450344, 1013458, 109422929853664997, 109873287001341475, 109278698842550523, 109301544936052193, 601029, 109310476770789915, 109785802407237861, 109757011067640300, 109377996999119174, 109372092387523281, 551784, 109319299434234831, 109535085709894952, 109525012063444276, 109342855929269825, 108731541767330738, 109383919608509340, 1197713, 108289469037032676, 109309590343095872, 108496823743334301, 108658285493216048, 108550014029103974, 108504815503228833, 108927]"
1535,110223169145891110,"[109406016898616646, 109842913807418047, 107641975917429294, 109559025039469974, 109938582189660693, 109786182298489459, 106302369780347922, 481112, 108698462385077653, 428853, 109538853334688882, 109604181230704757, 109412539512179954, 108121105803789100, 107597421304532372, 231766, 426384, 109134754242834542, 106543858926529250, 1080913, 108496823743334301, 107842299723135076, 528222, 107419119688663719, 108328114104394733, 1281813, 688705, 373925, 107772888786768910, 310703, 1231705, 1082110, 107871007994975499, 107570141406354478, 106601387762244278, 1395168, 425613, 126222, 1376445, 938785]"
9259,110033589133780981,"[107377904155421941, 110218981914201781, 109824525933521482, 109630327430672478, 109355567981188586, 109308884589757502, 108197359427624356, 109361780629425026, 39869, 109533736988282127, 109471918046631779, 108542673622333537, 109321744799837200, 109395518761749903, 109382214984808834, 1268504, 109375476661558713, 108532661931500189, 109248056992305241, 109295891969424246, 109269413637291202, 109257585841626588, 109259786064606591, 109256943034549488, 285650, 109252848354792635, 109252025861708723, 109251965860158526, 109246439969745102, 108204528437079753, 109250628297992701, 109246145534875099, 109058982778138701, 109247623958167976, 109244560194298363, 108923172078325937, 109253561789794144, 108215081130957621, 108496823743334301, 503136]"
5517,110230437400796808,"[110307075874992613, 110210864394741913, 110170188349022913, 481112, 109245686536259999, 109835394684564574, 43341, 109518383098915668, 109362263205055929, 787235, 109311599092207691, 109259494825132570, 109365825981313313, 109247359494254195, 107893772122947593, 576589, 109358858005539667, 109245061413598929, 108197060733249621, 109305459410574869, 109250129498746056, 109258673989107494, 109258469578944231, 1038620, 109245502011114112, 109242343603186733, 109244087084787427, 109219449129200488, 108205215648366155, 108227618758691267, 108131732913418271, 108496823743334301]"
2605,237801,"[109423163209849522, 109295102825352805, 108161012064284636, 110306619769926403, 109860655675869429, 985396, 109919033441634928, 41635, 109591828114912760, 110299747637352593, 1100919, 109338766169609142, 110283481421531909, 109383202812252410, 110279577422010508, 109307005540531785, 109334670287278519, 109540787687940718, 109854423249944679, 109363987051123799, 109328343580531135, 109302740940470198, 110274394988811909, 109955591759062925, 110266162634306901, 110272644164233510, 109976197075332554, 109270141260161487, 109288286274649955, 109332760595419533, 109278450293866322, 110261825314786900, 109527459504798854, 109524557188083541, 109526150395207203, 109322667641086980, 109530058538993908, 109332173854504671, 109257554662308867, 308376]"
6127,239322,"[254743, 110135227026039196, 41635, 110271482630407979, 109851922410758138, 511090, 109257128551379903, 109495341277901763, 1123780, 18249, 109257646014387336, 982209, 109257666865648184, 109366854785058167, 109968565309900843, 109508695544667259, 110189436968959826, 110156474743664338, 108194486165353396, 405755, 108198957325682787, 110272644164233510, 107718256259348129, 488701, 109247948719150301, 109289732162285804, 108198421484475805, 109513876249261875, 109945325596100056, 110086510250667970, 109252684305276081, 109374658093257282, 109253894858988886, 109914899851389317, 109361023069729587, 517450, 109356354047801580, 109243139631965273, 110172254262612151, 109515021050078439]"
2177,262033,"[109245493701529453, 110297051239289897, 110273215530512473, 131417, 511090, 109135261974526556, 109248612385112591, 109837475759125394, 110255867287333108, 109507426698700178, 109860078815971357, 109865794470416218, 41635, 23358, 110186365892764871, 109245920066960317, 110150165297293839, 109196062781967761, 109520686147162383, 14915, 108197206903840287, 109494470788186249, 109362200103102650, 109258125715542674, 109328074638035706, 109237664891017614, 109259805088058238, 109358544043904637, 110271433081762575, 450829, 236215, 18076, 808827, 110266162634306901, 110272644164233510, 109509814965500984, 110227411956499425, 110265950890753538, 498442, 109968088379155829]"
7990,108194633241876827,"[864307, 237900, 322617, 109855641686800461, 110190322875129234, 109359963463762937, 110306593782514771, 110029133030785528, 214444, 109244562005029602, 108197092546215626, 109246530404595912, 9103, 109837508570525217, 109892526868912636, 387719, 36451, 110270452762857296, 109083419198296192, 109292312451389263, 109251842210716034, 26489, 109295809348219596, 109908793033516664, 108196834675898876, 109518255744836376, 110028452522665372, 109253388696592327, 218168, 109244155732005259, 26524, 110044442941769797, 109507092658224472, 108227012523105737, 108073572058393901, 110300659815868637, 418255, 108772405993602191, 109246367388795177, 109356842658047913]"
2351,109244357120243424,"[41635, 109241950695530231, 110141172424536208, 109507766952346103, 108233402803236837, 504993, 109257050230682455, 109502260753916593, 110025075238633114, 691094, 414521, 314562, 283242, 425618, 407788, 109370666865262646, 109259296548994894, 233285, 109219771731582731, 108421024857037661, 236080, 109519628491556158, 512078, 412906, 470271, 109246358402616382]"
9177,110249069156927448,"[780248, 777706, 623648, 109326926763535765, 109354029529328738, 110118205491340944, 110297860211560728, 109496287057422088, 109303643948405269, 110191305952044634, 109258162267170975, 109513876249261875, 108170313942561366, 110287685451604853, 108646309657620090, 269581, 109366105847037101, 109359093743492173, 108193306415412751, 109244566360072139, 109245554436089029, 109366262924457354, 109548090007104910, 108284283016462959, 109313882285440041, 109318128778429626, 109292929514346332, 109254666140075023, 108317122958793478, 109499796936566862, 109246553984158620, 109354275819287451, 1185988, 109930924888863623, 109250215115092977, 479686, 109509285860709979, 110106092167690437, 109252986941126177, 110297120659556710]"
3502,110013297611790182,"[559242, 109246783472356848, 453724, 41635, 453394, 109259317667286444, 109360650271368466, 109327188216871184, 239994]"
2134,262033,"[233537, 109303507992208084, 41635, 110020964923155487, 109248079834869691, 14487, 10098, 109854279796893712, 15487, 109248440907909022, 109251452203119297, 109257619631685691, 109257906803912470, 109501975326702379, 109383834708129347, 108194890308088987, 109506018981207807, 108227380844170845, 2400, 208169, 109253288464043190, 39744, 109246024692851423, 109290863468520688, 109468330179390374, 35703]"
1480,108217109248927065,"[109251809036751357, 110272163293403891, 109246566022744808, 109826482577390996, 109507790005818552, 109521133253432690, 265602, 109367105875151014, 109514605316283460, 237278, 109241640066823957, 496030, 268978, 109258067837664642, 238250, 109259733959194695, 109257855384535435, 109151022235776665, 108242556686969160, 106936877311700579, 109247794675008963, 109251949799762787, 464564, 109869741462984298, 109252584079250366, 109251886904079015, 109412921226507991, 106519828156952418, 109508101729902940, 109248440907909022, 1119380, 109944826587286009, 109359996976692966, 108353075470630656, 109248542803230344, 109251403544561549, 109258710919700001, 109978590135549675, 108209928128783787, 109927284486667894]"
2793,107570151325363816,[]
4843,110196248036894523,"[110306874589895142, 109244300415875978, 108194428751240116, 1054428, 109518302727793789, 41635, 108197900630052143, 109334486439720790, 109503593648332076, 109501790003955166, 109520500303623958, 110096568310587923, 110171333435808338, 109245927055418203, 109297280241538513, 109253199563738864, 108262215984790565, 109243344158935186, 108194488980309664, 808827, 110128881170754187, 109296890490493194, 109257646014387336, 109246039769118046, 108228513830587471, 109493708384540699, 109257982635114466, 109246199302415148, 110010961466059033, 109316481542138152, 109921557753860262, 109967633937186601, 109297500981599578, 109836107389306606, 108193192117907092, 510714, 1, 26897, 2400, 109242872651792271]"
9780,451875,"[109297280241538513, 239994, 41635]"
9934,109520768124043522,"[41635, 109258768109778160, 72270, 109386419741079896, 559242, 109903348431735612, 108192922247613323, 365981, 499146, 109115729770864468, 14469, 109507783898717434, 108195046425770204, 418269, 7262, 109259147550279945, 109246650362344536, 108245723457268935, 109252692467702564, 109258042641030432, 109297760525386768, 109315599052155470, 109245783259211107, 848514, 108243207600039266, 109312631954909464, 109258829538477385, 991336, 108197550408617964, 108194513977756967, 275407, 108198176380165531, 362128, 488416, 1023173, 108194494782459272, 479177, 108193536270114883, 109252603191613691, 516866]"
4762,110243227362636509,"[109512643927608673, 110266162634306901, 109297165955005600, 109259486623287703, 2400, 29256, 41635, 109343294037329626, 1, 109297267936822269, 109245459437280357, 29412, 109373774912342849, 358035, 109532147965068108, 109259317667286444, 109297280241538513, 356249, 454368, 504993, 109252650325128475, 108199369635905314, 449871, 110090724473726417]"
7191,108192967613640146,"[109326922175305173, 110117639364994604, 41635, 109259317667286444, 471607, 109259486623287703]"
6041,109259308994188808,"[109872604724693091, 109897951549644550, 18076, 1099389, 109257667776772001, 108197168887144208, 833408, 109248022493147843, 109252012248689087, 110189426046081026, 109249871917267670, 109243706270006429, 108289292558187589, 109353479054062512, 109328074638035706, 36895, 109514079259094843, 7132, 109258768109778160, 524946, 834824, 108326805067117558, 109243209118714384, 109518492758963150, 109312049068449162, 109297954383169240, 109248391235510402, 109258731701352688, 108266370371249440, 109205963723515372, 76943, 110242032453073864, 110221981869972727, 108221322111838061, 41635, 26600, 517246, 314629, 109315571638545866, 109251928870576161]"
9636,109864080612055745,"[108193337793952508, 41635, 109357459634993324, 109243323638699911, 109362199590280979, 407079, 8334, 109252043786856482, 29256, 108195927490045178, 109245459437280357, 109362085049108423]"
3445,110248558557567834,"[110279577422010508, 109294110905545309, 110197696510613957, 62568, 109461767719125036, 110272644164233510, 109367501262467775, 109363174530010233, 109261577414253733, 109366994077974330, 109547172912045730, 109285645118988629, 108205165237663770, 108201136277785960, 108328903083721372, 109313750689324319, 109393977826033271, 109302751815953103, 109942581746415719, 109338859433499512, 109680799446270782, 107628028437425670, 109916450319714911, 12108, 109330344749342988, 109298118772474323, 108234798912480971, 109249658402510624, 109315486372034757, 110260295379455725, 230084, 109300581215791673, 109837239342281704, 42049, 109717854424817197, 109325288085833368, 109334906963792896, 109388552499994955, 109271441687908011, 109291144512509908]"
8149,110173161793044698,"[110300684254302954, 109255930949131696, 108227180179706318, 940595, 109563344010167759, 109520852433950308, 110287685451604853, 254277, 109252294988832503, 108196269496113269, 26906, 109363054129692945, 13039, 109252235052978846, 110156474743664338, 14823, 171993, 108197943125380412, 109842561137182133, 106545631994650313, 108142386904295892, 239490, 109489963423954327, 41825, 449583, 41635, 808827, 109382339716209931, 108145596810684750, 109305532011609439, 1097892, 108234052395497881, 109842456108604150, 108197730309087768, 38933, 38924, 43546, 1000789, 109250435823482584, 164629]"
7765,107215113558128634,"[109312476472693223, 110266162634306901, 109253075745809751, 242899, 41635, 109208442152198181, 471607, 109871860586729678, 109292147921875411, 109245013840781703, 109251088201008636, 109357671122335449, 109258175048797222, 109520943049458270, 109243139631965273, 109258153715778437, 109252628166585689, 109364259768232698, 109292929514346332, 41428, 26897, 108192877884661719, 109520490660274066, 109224415414500824, 108199052370473764, 108202198632734288, 108199005031226769, 108176559827658279, 559242, 109248359593296921, 108194024030376887, 109247219736728009, 476510, 108198860864217728, 1276445, 42515, 109244784154483628, 109311558619827251, 109354932951372111, 311923]"
3620,109361425791035950,"[109510719375396591, 109860655675869429, 109246199302415148, 274713, 110284256838102170, 110282800393471665, 109970129706726671, 264203, 108225675103584097, 110191305952044634, 108730999511932603, 109259174496810108, 109242875206644932, 41635, 109243536788324005, 240519, 109852461846989786, 485390, 108197900630052143, 109373774912342849, 356177, 998394, 109259021235821911, 109504059545490734, 109251088201008636, 18249, 36431, 18980, 109349409773742339, 39869, 109243984968469672, 109303324348189793, 109214593460515824, 2400, 108199052370473764, 109246123088278861, 109246502245218389, 110192471998895979, 26897, 109259296548994894]"
1952,110132219293153054,"[110150165297293839, 151687, 41635, 109259486623287703, 559242, 109259317667286444, 109292929514346332, 109257128551379903, 13179, 108289684630959509, 109259814148016548, 109243623902756898, 108198396079519310, 109297267936822269, 109258321085050804, 109362225279398688, 317637, 491503, 109247398697341845, 108227380844170845, 109246858768400592, 504993, 109245686536259999, 226196, 2400, 109251088201008636, 109373774912342849, 471607, 110117639364994604]"
555,109246217288487125,"[109535152470474410, 109430323203200130, 109287373653292958, 110295900920577610, 109313443185727019, 110266162634306901, 110268370866036101, 109528737212698660, 109817097687408063, 109294720940494344, 109299759306362520, 230110, 109366234990680493, 110026173295956657, 109855924538751182, 109379448015813937, 110075095701558793, 109406916464438912, 109371820295780594, 109405281960085322, 109388752160990698, 109349074764486321, 109246435880955389, 109377136385406354, 109418441861860693, 109376827232536453, 109440111872608097, 109992029058130424, 109734126978166188, 109287588586934971, 109360895105099893, 41635, 109345440322302509, 109458824968559674, 109298260407456876, 109251937341163439, 109289899512772418, 110049512375598555, 109847070264636922, 109285668871124404]"
4264,28029,"[108198374559802294, 7556, 108686685100906342, 108278875503460379, 109878858609562097, 219687, 109313300950366140, 109246567063158286, 109506740411599339, 109259207144483733, 108678048222875064, 109243436863499693, 449871, 107049548544742438, 108193391321283272, 35000, 109257652239591693, 14715, 243307, 490031, 18158, 110233156131411833, 109246199302415148, 108226256966815758, 109362012370149923, 109507342400198166, 413581, 108299780208578416, 344956, 108130375858244497, 108218046328014676, 109254404908680320, 109518849051989345, 109843693952586090, 109502260753916593, 109246670166203753, 109253199563738864, 109253788914180589, 108265691429212665, 848896]"
1163,108242442729221390,"[109257899647808993, 1263944, 109677239635589019, 488701, 109299996650199026, 450829, 109711789668077394, 109837109379416362, 109243139631965273, 1, 109524841448390150, 109413529045739394, 109543641822839624, 109297267936822269, 109520526200424877, 108087099149100771, 489289, 109356560275282180, 109334438877894584, 109342058273853021, 109361991232697411, 109300736747731029, 109309175134968389, 109372065903515496, 449986, 1201325, 109882577507706827, 109367729161108127, 110186365892764871, 310384, 109498092360350730, 110015350407560779, 10590, 109358291904864730, 109364259768232698, 109288343678239360, 23457, 559242, 248023, 109224415414500824]"
1584,1096479,"[109304350431465295, 493086, 109304672224860913, 109367267433560508, 109367634172622196, 415197, 17735, 109353744428166559, 519792, 41635, 109998358246027725, 109246950983195476, 108193376617364330, 489140, 109262820993556617, 109306121102455594, 107521203548545349, 119527, 106840603340330099, 220588, 136766, 1099213, 405989, 1364615, 109882966456765473, 109293301835369091, 1323892, 109257982635114466, 109355700962815786, 109292929514346332, 35703, 109332160649392039, 26897, 109338501935306639, 109502260753916593, 1, 13179]"
6151,427636,"[109570111799042627, 109251088201008636, 1, 108199754536565684, 109334756019247269, 109699815277310323, 109580848422887828, 109362314918916078, 416896, 109509071616061823, 109321016185588028, 110265399313827726, 109626123113055989, 26657, 108196326530908368, 109393242102117565, 109392921613368788, 109257982635114466, 109314674814868491, 109243371263223446, 110266162634306901, 109338501935306639, 109733763157826450, 1303525, 108454567650796202, 109387287658543773, 109612473491303660, 108207069263858281, 1284699, 109296501352224406, 109335518565548142, 109434213813168000, 109247255215674808, 109520783541316046, 109281789713942343, 109409943051951821, 316043, 109442322095110303, 109361641769017121, 109368314022767580]"
9720,76943,"[1152, 908106, 151687, 108228865650734595, 110297051239289897, 849136, 108197398336702592, 110091848955355009, 110044386457951080, 253155, 110284256838102170, 109982113847829591, 18158, 109237360629678411, 109257966711542740, 110285706982540334, 37814, 109251628927842911, 593685, 108132058789705137, 411530, 72896, 39179, 134637, 237900, 109244448361818372, 108197443994492708, 109247025527949675, 270139, 109247842475611424, 108196856093941391, 109241992397126854, 1147, 110266162634306901, 21101, 213872, 29846, 109247433807971220, 15657, 259792]"
5837,417161,[]
5261,110100747285877735,"[109249658402510624, 109300965844005491, 109245191741397935, 109345523028325685, 110295097122754530, 109280184342503065, 110295030091352744, 110296378499584072, 109269487413382866, 109338841775264837, 109297020287839216, 110295125462208307, 419530, 109543206662440988, 109383728738037339, 109313737880775395, 109390709230475831, 109395271302164695, 109309402786985700, 109360080035848454, 109278215602716498, 109415599926284208, 110280101113754821, 109522290201012109, 593895, 561728, 250050, 239252, 109316050187507699, 108193987656838977, 1382939, 434121, 109248133310260811, 109248100324988115, 109526340618441563, 109243290189241706, 109354783436511408, 110011315614395469, 108025884681942663, 108209934133790482]"
5239,659174,"[14715, 110141462813480129, 29846, 109241478564406803, 1147, 41055, 12306, 109257410291894351, 409552, 108287386827767308, 109259439334646711, 109241297218361083, 308376, 108458841109311444, 504993, 109303690748759310, 109258027043105017, 109254159383667385, 15500, 109238454469552745, 484701, 109257620228555215, 107570141406354478, 109258879127590709, 108198434953594999, 109243560348533076, 108194361065493387, 109258502249565572, 477510, 46035, 395259, 1263385, 109248564599701054, 108194821340947308, 109237595786922100, 109289732162285804, 568751, 109210140369054781, 109244417040649963, 109253199563738864]"
7913,110073535628597470,[]
9162,109247312311643118,"[110306958309737289, 213872, 322617, 510714, 1133484, 41635, 109253594853271941, 108196834675898876, 109496420030655661, 109365741670604977, 110103303850250777, 1133225, 108194698448048379, 471607, 109851922410758138, 1021813, 109423191072807394, 109297280241538513, 108197304357955820, 108190488368547572, 108133380335749142, 108196506779924437, 108193163229606399, 34064, 109362752019399380, 109253075745809751, 39869, 109325728101961326, 109503423426743775, 109297267936822269, 109520526200424877, 109361944639645822, 531473, 473002, 108192901382898604, 508253, 109224415414500824, 425635, 12306, 26897]"
1598,109520883906813164,"[109417479300495238, 110307075874992613, 109634885094555917, 109281996079635550, 109309514671528161, 109430278031817928, 109334135964144124, 109281599484435365, 358251, 109298901244664086, 109389336697407900, 109926572865581197, 108195045916534352, 109258648596740896, 109263992406104589, 109929027475346495, 110306619769926403, 109361363792885901, 109539145515145975, 109368043443100559, 109525661289507153, 109309295160881145, 109860655675869429, 110302885133622690, 110302628687550296, 554367, 110297051239289897, 109848146128193695, 109332421864261534, 109314726158050951, 1238168, 109838829211835228, 108282675770354582, 109470152434394416, 110072776404054200, 110300120091899193, 108641766975041086, 110296499611693977, 109373402999641053, 109427007426750606]"
7182,906328,"[109475275699077268, 110297775915703314, 109224415414500824, 110298928352330854, 109525262442465947, 109364712858697998, 109312582618562080, 7026, 109297157621534307, 109258177290647016, 109310019867376489, 422773, 423396, 109262276469467768, 1277519, 110288435905105757, 517450, 110281055855883280, 109396734940008369, 110277535426009278, 109627700150974330, 109523663352024826, 109299032702635048, 109555394595763530, 108197900630052143, 109309244668494931, 109650109155616844, 110254070268094571, 110254833617772126, 198175, 1063420, 110250598791308522, 110250433610741535, 110249470162637623, 109372027141148337, 109339741150252818, 108772405993602191, 109322568195449715, 109402137548542847, 109616110449766861]"
300,298708,"[41635, 109245459437280357]"
6947,108193566453639464,"[110264171096269105, 41635, 110141867641812043, 110128881170754187, 109259665523766410, 1099389, 109893062787703479, 109246199302415148, 109248440907909022, 151687, 108199005031226769, 488197, 108131870869530229, 109497128081274541, 559242, 109245459437280357, 109520908623936373, 109520872746952734, 109248945403729531, 108246762649303429, 109303507992208084, 109243997732147992, 109358933757640611, 109357251271383739, 109292929514346332, 109359084586809036, 518586, 1372518, 108282607750436432, 109259558568073734, 109258957929118983, 108218957822381990, 108194320752902753, 1]"
3794,108198434953594999,"[109213699707393002, 1086482, 461073, 109242900938345669, 110033589133780981, 110034830931328083, 110170418073435928, 109377402320203601, 1021813, 110208902262079849, 108192749563716625, 109257645557621831, 110048397722798663, 109837834317374255, 388702, 108194533502614478, 34294, 109258880611182751, 109275721269998210, 109310849551830305, 109938813532033688, 108201136277785960, 109292791986066871, 109258912493729588, 109464517681956823, 662513, 109359993620104029, 109154896624266575, 109865542895475626, 110143443410499434, 109858200063893428, 701022, 801679, 33591, 67736, 84495, 47341, 28083, 64394, 109278914544060388]"
4572,108195582938407523,"[109303639957252272, 109293590962739810, 110184860361573601, 109388642270608821, 109354704800227960, 1379397, 108884051367394488, 110191305952044634, 39869, 109313750689324319, 273846, 581514, 310441, 199721, 109711185795256874, 109371932086954217, 109847115629879659, 109865785761046199, 109432496224221891]"
4335,109292230333635821,"[108239938284854358, 109847115629879659, 27523]"
2858,110039412142662101,"[109525175228746087, 1, 2400, 109303948503332365, 109350993082178434, 35703, 109292929514346332, 412906, 109306208462184352, 42937, 109214593460515824, 108130375858244497, 109446314441701154, 109847115629879659, 108199052370473764, 109297280241538513, 109251088201008636, 109512940238834674]"
5694,356177,"[110303193039962100, 110290584187882541, 483461, 109374658093257282, 410338, 110206210053275803, 1064208, 109312729711928274, 109325235910082169, 109356575162738270, 110152318760174299, 497525, 108196959948357170, 1129972, 17791, 109853944684714429, 109259296548994894, 110220750001374261, 109846464538719873, 109855641686800461, 109244255231720026, 290499, 108703485177861603, 109246239027146118, 109252065730930046, 19522, 109976664728709217, 1149819, 485168, 107920072488804258, 108086782372704587, 632250, 109377740680125754, 110137866823026874, 110205011778926931, 417044, 109895755539520344, 108193391321283272, 107846247287816370, 502595]"
3142,109956450497135672,"[109300244585692575, 109974927587539418, 109937311940385968, 1415010, 106607324769304853, 109350228538012931, 110283630974158505, 109341947672936000, 109279297657344225, 109293156899332283, 110197659436229229, 109971548861152971, 107181704630894114, 452946, 109717155742220289, 109359565101161782, 109746303369374394, 109417150129600569, 109806070451166381, 109309403219818463, 110227227503115200, 110140463417280023, 110142049148273382, 110187684287763833, 110101000248939313, 109940776115345941, 108116990725247731, 109305279473153677, 110051220687609396, 109537307437907796, 110194051854978905, 109356671578917295, 109355736369959800, 136279, 109847115629879659, 108209879844957357, 109893513071972610, 109298519039179235, 109411271067570079, 481829]"
1359,110152708393982332,"[109559844139213087, 109440591379604682, 108198438081508613, 109847115629879659, 108196033126236103, 109253064052218521, 109446314441701154, 109243672758835804, 407318, 109259936884115031, 109895188651270736, 108195244630407938, 110149499223917127, 109520526200424877, 109941433909069336, 110022430967850296, 110137940075774718, 43956, 109338501935306639, 109255930949131696, 109293301835369091, 109251088201008636, 10947, 109243139631965273, 109298376531751264, 109224415414500824, 109363193416754359, 1323892, 1372518, 109257982635114466, 109297280241538513, 109332160649392039, 35703, 109292929514346332, 26897, 109502260753916593, 109355700962815786, 13179, 1]"
4533,7456,[]
9749,109308962755481945,[109847115629879659]
5687,109446314441701154,"[244378, 423566, 414639, 198650, 109322386275378066, 108199025079250163, 109288676922109415, 273846, 958614, 10947, 109677239635589019, 109365953730768772, 109251088201008636, 109297938816143758, 109243139631965273, 412906, 109372627908158638, 1372518, 109297280241538513, 109258153715778437, 35703, 109292929514346332, 109298376531751264, 108199052370473764, 109363193416754359, 109350993082178434, 109332160649392039, 1323892, 109257982635114466, 109278345433064306, 109289656284922423, 109295068097986170, 109300660825603449, 109304798398276219, 109308239087819228, 109327348138228210, 109336851987706232, 109338501935306639, 109394737961509305, 109446274594525990]"
486,109302907590937897,"[110295784232389195, 110213838681348468, 110177756850342852, 39583, 110170301976134943, 110154380869415500, 109489886193176807, 106390121248875505, 110111958056697630, 110111439865645058, 110111215829480126, 110068921406778348, 110039135321154161, 109297500981599578, 109648744105191077, 657282, 510714, 415214, 408445, 640137, 109258153715778437, 109361973838880420, 108282607750436432, 108198190383120808, 109236400208258951, 13179, 109247842475611424, 109536395056796937, 109248391235510402, 109302908937468698, 108270883276313659, 109258929627988623, 544419, 14367, 394354, 950452, 108245711033305500, 108193995462350654, 33216, 109247960503187320]"
7836,109258494895990438,[]
9554,109258494895990438,[109847115629879659]
5900,15023,"[109253026173335942, 329491, 109239651822329807, 109244217707381708, 453098, 109208442152198181, 570242, 1084836, 272754, 10908, 532390, 417634, 2500, 108196212828711423, 960381, 109638085188180803, 109243673415466016, 109520768124043522, 110128881170754187, 27883, 28322, 108220912072138275, 108198190383120808, 771485, 108077102749652207, 109354150121596175, 254465, 552045, 107404768049169360, 194543, 108154342413251672, 108195688151224488, 108231716901424888, 109567816792321659, 109516993340463670, 108131465897054102, 109869609705360804, 1060864, 1137879, 108391995850142500]"
8116,108193026303173894,"[109879469390329938, 109245796526603920, 110000483597921949, 108291588973200107, 109294831595054228, 46035, 232585, 109392810267166307, 109378566979087031, 109369303472300247, 109423226212630165, 570242, 109808186930405607, 109958338429266959, 109368634608971345, 109243371263223446, 109253199884600038, 109253075745809751, 109378711153718393, 109535052382294030, 109885392474961234, 1249317, 109298838877278146, 109365852847978141, 1410837, 109753137022975269, 109264394422268010, 108193468830376382, 109257620228555215, 109561935924880764, 109303469028401651, 109288335968691257, 109957618961477963, 416433, 1368503, 109263640696920934, 109324099247498401, 109380499078454066, 109386290307274756, 109325107114073265]"
7362,109250729470113614,"[109299877492384420, 109935998318038684, 108195782583933872, 37995, 109855658992461796, 407544, 273846, 108199025079250163, 198650, 109322386275378066, 109288676922109415, 109304304394345014, 108196926365234436, 109350993082178434, 109251088201008636, 423566, 109224415414500824, 109257620228555215, 106657403151503636, 1220979, 109297280241538513, 109298376531751264, 109677239635589019, 109292929514346332, 1372518, 109258153715778437, 109288075101170190, 109327348138228210, 109332160649392039, 35703, 2400, 108199052370473764, 1323892, 26897, 109502260753916593, 109338501935306639, 109355700962815786, 109327880864880939, 1, 13179]"
1152,110008561321028470,"[109559522783475517, 15794, 109632659776633295, 109712568465960215, 108198190383120808, 109543557761104113, 109899394836209365, 452117, 1290037, 109576076794220001, 109373929388882953, 109694016770293992, 109246130311379027, 109305055274729166, 109401214887148529, 109251692802835108, 109506583767496199, 109847115629879659, 109246993918352083, 108199182857196886, 109520768124043522, 108889409036110825, 416560, 109246656315793094, 109257384154158678, 108203915205883639, 109287414058792480, 109548800641595345, 35703, 109538109739196724, 109835905627463496, 1238079, 108199555095297905, 591183, 109473266820784372, 109373154889953598, 1368556, 108149499059989895, 108494405727932593, 901472]"
5382,322617,"[109940776115345941, 110306619769926403, 109275372670650716, 110272015265922858, 109261026948960351, 109838295220644112, 110188218456440634, 109981875707250845, 22989, 1021901, 109309187978755178, 110180210452966665, 110203435968994097, 110023568395961834, 109447781017071803, 109846607839079808, 109842040208929033, 109830706741689904, 210794, 109365892464409723, 109364431903878932, 110011444165778878, 107220730433097634, 109288075101170190, 420282, 198226, 1364426, 109328103045986016, 109207667010852890, 109287529362430935, 109286193685186529, 887547, 72306, 109229273950119287, 109287319725506147, 810572, 109314605589906707, 109314334233589141, 109274832199270842, 387544]"
9741,109252473464446855,"[321779, 42804, 109237360629678411, 109350993082178434, 109502620705433997, 921252, 106686547941128554, 109240161492241732, 109921557753860262, 450312, 109259715560480271, 415169, 691094, 16999, 109303948503332365, 10908, 109258481405151059, 109502260753916593, 109837571909635114, 1038620, 415812, 110008561321028470, 109756812861164580, 109245796526603920, 109977948254383623, 108198622164276775, 109370056838805593, 238642, 34706, 109798087509793604, 109838058321826446, 109508934530884387, 145948, 314562, 408341, 907, 109946235996337966, 107813021237736073, 109248932117816405, 97852]"
5424,356177,"[109245550460750865, 110135227026039196, 109253499731474387, 514174, 108197550408617964, 109902829147210684, 582167, 110117639364994604, 254465, 109859266946967657, 108198190383120808, 106692734820466475, 1372518, 109247514295364421, 965852, 109244783833147273, 109247119516333033, 108194313256726865, 905915, 109855641686800461, 109520189049138124, 109355050369648745, 108193163229606399, 483362, 239599, 109908793033516664, 12906, 109244300415875978, 109371544918608569, 35669, 516701, 1021813, 32307, 108073572058393901, 108219921318477342, 109258879127590709, 108131870869530229, 109311957983368610, 420135, 254328]"
8807,110184136995889390,"[109332852967286843, 109316055771057378, 415850, 110046183156226036, 110309673920871321, 109245207741970728, 16397, 110189426046081026, 109957164418931182, 109336752813138383, 110012982843859279, 362285, 109357581102939178, 109313999469756421, 109289480738838922, 108630999985344460, 109433759709339179, 109341804623007172, 109292267734934946, 109440806660424820, 1392366, 560346, 109874777773269388, 110220867698761167, 430546, 778828, 109395182782365586, 109504515139992493, 109245825613800739, 109298561152880469, 420314, 109303193083468349, 109287586954806608, 109293968908079243, 110270102622769897, 1148925, 109908438611244095, 109299697014797058, 107966140631176439, 109372410633630095]"
