,Source User id,Following id
2114,110151017522373005,"[109258670747629091, 108130399659032118, 110250440919984703, 29256, 109246471418886017, 109945898820972220, 395546, 109259296548994894, 108262011720829669, 108197328563535091, 109245244711168592, 110041179019981899, 37883, 109502260753916593, 358035, 109245459437280357, 109363219108664571, 109248945403729531, 471824, 109837834317374255, 493382, 44897, 28267, 109240884413568435, 79812, 230429, 109246318607504744, 109257920109095859, 466999, 27170, 15794, 621466, 453318, 109244546629453657, 319511, 108193491279781318, 108136604226658821, 109257982635114466, 109521032613939160, 108197649054918985]"
4534,109960190035720131,"[109456793707299881, 110152258465122378, 109286676926081883, 109325352382843897, 110198679068922478, 110223754898293388, 109339741150252818, 108192620641708058, 109269422795736213, 109286152762961644, 235118, 109960804014595927, 109959731993269177, 109383760608933049, 109528901966219262, 109947135657833334, 109334860983890412, 109297431521961668, 109451917834723416, 109542699051105324, 109349906237434347, 109522218688952700, 109294677621724093, 109323359726750148, 109369037418474321, 109352762118740890, 109485185026222640, 109898045034300961, 109851509350395321, 250892, 109317789192357424, 109396807315199127, 109853216950865486, 109581978483653893, 109269712526912364, 109321554062888204, 109838333661835132, 109429319736810221, 109838033010536468, 109432127383545685]"
2531,110155509906792783,"[110284337618534385, 17795, 109304821439263619, 109542979039582282, 107645711619418936, 109286193685186529, 109865540996551928, 109283755964491217, 108194428751240116, 110016236133415202, 109383098256769915, 109835891061880729, 109257222856564767, 481829, 109538367112428195, 110152234034257767, 1400492, 110122761972768907, 510714, 109326835262387025, 109418768323704048, 109366601685107348, 109286576684829753, 109366201284626851, 109796031153858456, 109908695551000581, 109246035497434890, 109373427314808363, 109243583833662453, 109521116763765062, 109881923698737823, 109387287658543773, 109304064854535555, 109853216950865486, 109847811004844355, 621466, 109293115514475773, 109326051417283489, 108324711341291014, 23221]"
8525,109956450497135672,"[110296930040345011, 110293707608743631, 110290661421085402, 109237664891017614, 110272853266822427, 110271424760892293, 110262408058808996, 109722746034083883, 109300723358952031, 109285586452564980, 110218795425886500, 23583, 110179948057755867, 109982431075717656, 110121018807249491, 109865538433262194, 110080981409328605, 110041179019981899, 109837396355264700, 110028728930419499, 109982891577857588, 109969907243373378, 109967936528804404, 109961151808186657, 109955582641731923, 109949639799250872, 109940713931673131, 109938912656823499, 109937692959068630, 109933406395449725, 109927912073427506, 109910477873770635, 109908695551000581, 109899798055876078, 109367274053201782, 109866281500705269, 109863242917986315, 109861852316934859, 109850081865536409, 109859321899673877]"
3470,110248908432910380,"[109789551555313664, 109718346383217691, 109306210646443630, 109273118178262715, 109247540162082849, 109140354814673890, 108136170032702971, 107686625070251167, 1228546, 1183843, 1119041, 1073692, 544650, 455142, 236971, 859520, 157708, 234458, 924049, 392876, 210272, 422524, 863735, 282910, 559610, 528279, 855250, 63833, 827348, 890205, 552120, 401131, 662799, 841736, 949732, 295635, 715837, 884563, 887923, 57422]"
1402,109520883906813164,"[109877610445185340, 109757655145903259, 109619057628758805, 109608982231994380, 107812705084213686, 109314773838820638, 466179, 109427408928083237, 109391514296488237, 509668, 109364062658929138, 109322226139097197, 240921, 465522, 109308334252352445, 109283498501176721, 109265108697512013, 109134554138716064, 109129117474903441, 570321, 108904098863135267, 108462929052574623, 18232, 989860, 1220337, 898756, 405982, 125814, 164265, 472250, 345792, 813740, 812665, 803096, 681354, 259652, 306534, 812440, 280266, 309062]"
852,445782,"[13325, 620740, 623944, 621466, 316267, 620015, 13179]"
3082,109255926689051262,"[620015, 612699, 648064, 617113, 621466, 613911, 609295, 13179]"
8024,109507753526098607,"[638681, 633218, 625163, 608811, 623944, 621466, 486509, 623053, 620740, 610392, 13179]"
7565,109847115629879659,[]
5529,109931181552969569,[]
7854,108198155385803709,[]
4932,109354531116112476,"[110269637515797928, 110260462820110419, 110262808706345760, 107084554900959215, 110265305088463322, 110268047031448322, 110256592305467164, 110250133180482872, 108158331726736246, 110248536230677344, 108237139847337954, 107419519226407946, 110222920056312292, 110219247795861948, 110198617676990956, 110203278319255302, 110200486807169740, 110197636885250670, 109958537605696525, 110185717069293617, 110157807207835700, 1303629, 110129262194257194, 106533148352583166, 106681990104455581, 110133443766447071, 110103056167764760, 109956875560210597, 110100048917947913, 109393306287282283, 110066743333097871, 108218507082417311, 110062626932465056, 110064297072543285, 110064727101016865, 108516422718254452, 110056701177699946, 110061532073812605, 110062117326971017, 110058989005359732]"
5159,109956450497135672,[]
9715,11472,[]
3846,28029,[]
6483,498898,"[109261753272792539, 109273838420283201, 109492881891475458, 109243209118714384, 98242, 109362341874439238, 109353260084437125, 109833062373869580, 109350320781424493, 109529136269179141, 1320362, 109563518087652168, 109377175954691295, 109333902137458527, 109291977981734436, 109299040683714149, 109292495951174808, 883436, 109930924888863623, 1410837, 109387327319753692, 109319397723174880, 109245241758666817, 109365435388125401, 109302380387196594, 108197857048520254, 109467004742322357, 110102112607996775, 107425882181649245, 109912702952685226, 108596707027642771, 109373852528225053, 109392526334364321, 109373774912342849, 109363193416754359, 109338501935306639, 26897, 109259558112856797, 110010128841161491, 110034870942652459]"
747,110218582537957459,[]
3034,110101843790234842,"[110297051239289897, 109247361665498996, 109993074566155019, 110194217114108584, 109354812151433200, 449871, 430844, 109296890490493194, 110244798071955149, 109258768109778160, 110102569928541991, 110186365892764871, 109258153715778437, 109489886193176807, 110221981869972727, 109496462358632456, 109196062781967761, 109995707199905204, 109819256972922140, 107425882181649245, 490031, 109252356179467242, 110015350407560779, 109872915042837098, 109326926763535765, 110128881170754187, 109520500303623958, 516701, 109349303219266656, 109252650325128475, 109510719375396591, 109257982635114466, 108194488980309664, 109508908376108109, 109247546055461252, 110011308628107841, 1000789, 109897951549644550, 109247179587242124, 109245567469292940]"
347,508253,"[110306619769926403, 32916, 110243742798456400, 109309115245925823, 109314088137284294, 109921557753860262, 109340794048621307, 110045458871890568, 109811872657034396, 109325688514703024, 516701, 109340078770556100, 109816092183533635, 108193732622069287, 108203902908128928, 109286868783516669, 107339979125371909, 110169011395734407, 219049, 433649, 109297280241538513, 109236882464958139, 109303611157363616, 109366313013490971, 189137, 109365953730768772, 109537116098462497, 109299662071180624, 109298935652454518, 109677197224741526, 109375204618400654, 109469433555309353, 108575628787827997, 109127646718028284, 107425882181649245, 109500873613832025, 108196551559051903, 109306382469268709, 164487, 109455001590736242]"
3351,108198133470919747,[]
2864,434537,"[110311211539572139, 110306100879670793, 110302885133622690, 110118953860980882, 109208317159091009, 110293674954099699, 110291443091384852, 110245987321911466, 110272514001961428, 107660864509513675, 109288286274649955, 110260480529209967, 110265110385056589, 109072464807761874, 110238781906680577, 108205981617621524, 109356050389694217, 110238109817893059, 110219225423995817, 109321327971909723, 109588584070664223, 110202881075401573, 110180410279147788, 109326637754168590, 110173835391798753, 110156930795160362, 109428951237552845, 110136966153420832, 109292730259500316, 110135189295022291, 110132676232751388, 110130264532670016, 109383671288001119, 109622286875520983, 110121309109856883, 109263340336862467, 109399041609277977, 109372159024756879, 109274376030466672, 109443759203961909]"
2167,108220888800087924,"[582167, 110297860211560728, 109509641937862231, 109251628927842911, 110151882985566858, 433894, 510714, 109333327064555518, 109508314644931323, 109989601002486375, 108345781050254327, 480104, 109257697805325192, 109846464538719873, 107425882181649245, 109892526868912636, 517713, 396284, 109247257130427828, 109354841839150810, 109446314441701154, 108194428751240116, 10908, 109246884833502206, 109251088201008636, 109249658402510624, 1372518, 109292929514346332, 109298441520623648, 108199052370473764, 1]"
6954,110013297611790182,"[110307075874992613, 109503127887660535, 109860655675869429, 26524, 109255146259923070, 108194517328875592, 109292929514346332, 109257600686377639, 110263273827771507, 109914899851389317, 450829, 109496462358632456, 110209624533213338, 415470, 108079966287537644, 109501389819992612, 109244586844973947, 462260, 19074, 109249937631158381, 108197284621419294, 41825, 110186365892764871, 37528, 110217231232820633, 109512943843764183, 522983, 198570, 109517916580000013, 422942, 109445883357018001, 109876167851411515, 108198492616638646, 110216018601019398, 109878474102216399, 37661, 12306, 198226, 110209573632938954, 109252641004817428]"
6209,108254206896616983,"[35703, 3841, 109243505507818801, 107425882181649245, 109243623902756898, 109751601820392946, 2241, 41529, 271440, 35243, 109325706684051157, 453381, 109252043786856482, 109246884833502206, 109373774912342849, 13540, 109351363461126097, 13179, 39313, 1, 109361004216754269, 107413, 108196926365234436]"
2777,110203215461264940,[]
1441,109949448139055873,"[471607, 109325706684051157, 41529, 109751601820392946, 107425882181649245, 109252043786856482, 107413, 13179, 109373774912342849, 271440, 13540, 109361004216754269, 39313, 1, 108196926365234436, 109351363461126097, 109243505507818801, 109243623902756898, 109246884833502206, 35243, 2241, 453381, 3841]"
5657,108601363029999996,"[109254091885020084, 309083, 39435, 109284762722562272, 109250129498746056, 106972310543984805, 107425882181649245]"
9657,109907114970114398,"[110178533793174335, 110172472013968459, 110141867641812043, 110128881170754187, 471607, 109892789645174760, 41452, 412433, 34846, 40242, 16102, 109364259768232698, 226196, 7343, 518962, 412906, 41428, 109251088201008636, 109286558360750786, 109361306264413907, 1072157, 456471, 40571, 109353871744161531, 109241950695530231, 886047, 564718, 109259163902933965, 109246858768400592, 108194066120188047, 276336, 109213822769588890, 314562, 109292929514346332, 109446314441701154, 109246757955923998, 354718, 109508358203673163, 156899, 703891]"
3027,107570228556312679,"[109869609705360804, 418778, 107425882181649245, 109520717923498801, 109443572251256833, 109512940238834674, 108193834673661187, 109363246360972391, 109331942090835958, 109332070206559504, 109362287734039203, 109246841088641986]"
2483,109496702649577923,"[109299932551334296, 109510943333697460, 109299662071180624, 109246530404595912, 108323848114219187, 109297280241538513, 109361837864498904, 109623212076413907, 109412921226507991, 109558925050708046, 559981, 246379, 109558888349631915, 107425882181649245, 109251487301604828, 237796, 109328774959397512, 109343220833779853, 235058, 109362337077427080, 267983, 232167, 234166, 246363, 240139, 133523, 109292795420226032, 1200015, 109553328991984054, 1323892, 30407, 109244356754492062, 239929, 109350219988094355, 109416711977630265, 109521191387065584, 109309169801240514, 262122, 256849, 109365685168460569]"
2882,109246036385549256,"[110208593593131834, 110024667805966364, 109244873849193955, 618694, 109246120984435842, 109353976447376717, 109878858609562097, 109869346967265102, 109841623876978746, 109498087063311301, 108176559827658279, 109359138599262500, 215306, 109254874301247179, 109297280241538513, 109246333737365889, 503068, 107468418969602764, 619615, 109354707398381557, 109505161635866095, 107425882181649245, 109445883357018001, 109540658665947280, 463202, 109524272497980261, 109504922335333365, 419526, 109481969971041179, 312379, 245507, 409183, 109257865205029008, 109246248829885607, 109258153715778437, 1]"
5561,109357236101402411,"[107801518479845480, 107425882181649245, 109249985148351180, 42710, 290260, 27396, 45395, 480319, 109245106492476935, 81252, 457841]"
763,110160112936056807,"[422942, 109257839126102333, 110024667805966364, 419632, 109955719951864792, 37949, 578668, 109869346967265102, 109498087063311301, 109243342914018772, 109355094310277129, 476510, 109239510282189351, 236292, 417916, 109357321866992203, 109248383687906271, 109357014815736864, 109297280241538513, 32750, 454881, 107425882181649245, 454368, 1278908, 854379, 108192922247613323, 109362124788112578, 239153, 664765, 109246175391111003, 18980, 109239911912118158, 109243342059288384, 669421, 850814, 1154745, 413612, 108198455935873522, 108130902061857533, 107331782779532183]"
6481,109847115629879659,[]
1616,109847115629879659,"[309389, 110266162634306901, 109518302727793789, 109246530404595912, 110105562506993573, 109214593460515824, 485987, 109301561821223073, 109241526707263377, 274713, 504993, 107499917123181781, 108282607750436432, 423566, 107425882181649245, 109388039180780654, 2400, 108202198632734288, 109512940238834674, 109504019728644034, 109292147921875411, 109297165955005600, 109298441520623648, 39583, 41055, 109250595232804199, 109259665509791360, 109303690748759310, 108199052370473764, 109253026173335942, 109257573104742409, 108257384996890838, 109328740157682021, 109243932266873834, 37797, 411087, 373459, 228442, 109258879127590709, 108228513830587471]"
1222,109819256972922140,"[510487, 110208593593131834, 110199996413461349, 110093061626360450, 109991300125775056, 109932343139297094, 571963, 109353871744161531, 109305129069199655, 109297267936822269, 108195682554117056, 108194503933010000, 109257666865648184, 107425882181649245, 108195926010976797, 109445883357018001, 109246502245218389, 420357, 109497271237042290, 109362023674707192, 456633, 109298115506980173, 109504273862026281, 480566, 801805, 510714, 483391, 95949, 135992, 663859, 226196, 109243342059288384, 623464, 109292929514346332]"
8664,108192910325001537,[]
6221,108232650181080609,"[109327490797824454, 109984196219859133, 109254091885020084, 109869346967265102, 7112, 109851922410758138, 38463, 368853, 338152, 109345235645267957, 108195682554117056, 109297280241538513, 510714, 109509321097871438, 856707, 106665156571281583, 985694, 107425882181649245, 109248255250746486, 420357, 108195886490130414, 109501790003955166, 109373786786953686, 26897, 1102795, 2400, 559173, 109373774912342849, 109236867504457865, 108202198632734288, 108199052370473764, 408944, 109246502245218389, 109512940238834674, 108195090980422034, 567877, 10908, 38659, 13179, 109224415414500824]"
1576,945848,"[108772405993602191, 110068921406778348, 109246557070683003, 231321, 109358877891604775, 109496287057422088, 228324, 110216129602267347, 110128881170754187, 109845298550366701, 109935872032202880, 453098, 423064, 226196, 108195816983123780, 490031, 107425882181649245, 109366226914868643, 592070, 109498082489484767, 109507787588607013, 108199239894423352, 109371178902657560, 244782, 109248075113072783, 108198348542931174, 108194128052347744, 108197810797977260, 1, 269769, 109258143848870353, 609637, 232491, 109243462139305771, 272135]"
9391,110188838121799282,"[110289498286399299, 559242, 110266162634306901, 110262462700776296, 110070315273413747, 110186365892764871, 109246697660333815, 110216164139803957, 109243260361549196, 110183919781670718, 110090945533560092, 109354564202240035, 109258851094565762, 13057, 109259810028368747, 109257554026516761, 110138354215551467, 110128881170754187, 109841363425563934, 109940129441964493, 109325353344673400, 109252687865711078, 109257566007249647, 108131046718449469, 505182, 110094657159561587, 109893062787703479, 108197416610174430, 109871266105615634, 293610, 109872915042837098, 107192220324249637, 235675, 109984190960994281, 109993669123557442, 109991300125775056, 109253630281802880, 107062281523813573, 268978, 420374]"
6350,109930480994418609,"[110022430967850296, 109851922410758138, 109843746486615038, 109366794164500102, 107425882181649245, 109525620516561181, 63644, 109523208135675669, 2400, 109249217844212106, 109520917871930735, 108199052370473764, 109327339678972602, 109512940238834674, 109253075745809751, 109246718553639945, 109502260753916593, 15881, 109417392456245871, 12263, 109311724718495299, 109244794698473050, 107188601538523944, 1645, 497197, 109357169266169661, 264203, 109314605589906707, 23195, 109359138599262500, 108131534185427287, 691094, 109243184625908674, 108194428751240116, 108193376617364330, 410799, 109355450533836910, 106692734820466475, 109355238620155434, 215494]"
3782,109873331933780948,[]
4374,20011,"[110216018601019398, 110020917951601453, 471607, 109872604724693091, 26871, 109377339934628151, 109248604148980218, 109243435779702474, 27204, 107425882181649245, 109251088201008636, 26897, 109512940238834674, 109257056851693761, 109245796526603920, 540050, 108199052370473764, 409536, 109504273862026281, 562208, 41055, 109246172028890418, 108073572058393901, 109362054994852526, 109322782004001319, 109246248829885607, 109382434860631188, 108196926365234436, 109298441520623648, 109243832599298649, 139880, 109278191964110096, 109248313552922878, 108195046425770204, 1102795, 40520, 354718, 109362227541505998, 478299, 1140994]"
708,108195816983123780,"[110266162634306901, 412433, 109902829147210684, 109297267936822269, 37087, 109513863369523905, 109837367835621554, 109258548579539386, 252932, 109615691166720822, 109508082058038504, 109243583833662453, 109493145275935692, 13327, 109492834839180802, 109259174496810108, 109253594853271941, 425618, 998394, 109365900076655088, 107425882181649245, 26897, 109366794164500102, 109212942780376762, 109325728101961326, 109521115409951953, 109360757826782273, 108279580161997438, 109242872651792271, 354718, 108202198632734288, 109520911607279728, 35703, 109520500303623958, 109520490660274066, 109520520036203232, 108199052370473764, 356249, 473002, 109502260753916593]"
2954,110207903286460685,"[109948084691335658, 109939299314564537, 342162, 233711, 1199277, 317042, 108205381094684309, 109244840992886317, 108193377992983094, 108194469515459349, 109358081053787767, 46138, 109371567475793065, 508746, 109117223294097340, 108228574682917846, 17871, 109365771240553902, 409406, 784149, 108307170630721705, 421913, 21101, 286120, 30258, 415168, 109288599128515554, 109251744215419577, 108194123737034469, 109248395117002711, 18707, 109246886780346320, 236673, 109224722841346353, 237088, 413394, 27202, 108293133024913771, 456577, 109257723053770341]"
7537,109872051521148904,"[409337, 107425882181649245, 109365867371444861, 109365729875531725, 109316204406574421, 109365695423108998, 108192977090106623, 109314139690951296, 109245002842791974, 1166710, 416625, 238860, 244206, 231781, 109334927139803613, 453540, 108279308692539503, 44862, 43174, 109246841088641986, 29641, 109312575316294644, 109312199606121741, 109313285420443855, 109245110694049780, 109247043497646173, 29256, 238029, 408937]"
6338,110203278319255302,"[109844449687449489, 109948084691335658, 109939299314564537, 471607, 342162, 1199277, 233711, 342870, 109361640016178343, 109505661146063747, 108205381094684309, 108194123737034469, 96265, 109224722841346353, 109297450331391336, 109245634718914584, 430022, 109251744215419577, 1141551, 109494310543208776, 316611, 108246035264163985, 463202, 18707, 109247790119218436, 107593089339101772, 108293133024913771, 395917, 387719, 213813, 109312124312796316, 317042, 108197155914041288, 108199052370473764, 109358081053787767, 108197156408892344, 17871, 108193377992983094, 234451, 415168]"
8922,4307,"[109245120109504587, 108194791493448408, 107425882181649245, 409660, 238633, 109363219108664571, 109365695423108998, 109316204406574421, 238860, 109314139690951296, 231781, 108279308692539503, 43174, 29910, 109246841088641986, 29641, 109312575316294644, 109313285420443855, 408929, 408937, 29256, 109245110694049780, 1166710, 238029, 109247043497646173]"
7063,110155830935249060,[107425882181649245]
7162,109852353549163881,"[110310607071878689, 110297051239289897, 110308541426929660, 110270452762857296, 110306133004868865, 109539095987361345, 109508746285939730, 109330881632424650, 109429448310513396, 882579, 110303836103075705, 109338884113710549, 109793771161026036, 109303451968767501, 109247268345059717, 834824, 110263273827771507, 109325736340292626, 109363653820175360, 108173774134168374, 109433707099440810, 109592415548460932, 487677, 108198957325682787, 109464403869787096, 1373991, 109311645878437929, 109601701990783987, 109294748053644682, 109358419119561395, 108708896105092482, 110107877918677266, 233601, 109358039721334714, 108194692499964138, 14897, 488468, 108194698448048379, 110094657159561587, 166366]"
7371,30203,[107425882181649245]
6828,299598,"[109982630931636253, 454688, 319808, 30558, 108194244361325175, 109303933393086376, 109244812180797794, 109313285420443855, 109242255457079307, 14859, 107425882181649245]"
3615,108131746904364667,"[11872, 1106799, 109510276744774989, 284692, 109513032930537353, 108193070560795546, 29641, 1, 109292929514346332, 41428, 107425882181649245]"
4656,34541,"[406599, 529211, 110065559328662312]"
6975,109258494895990438,"[110065559328662312, 110025381911119363]"
4350,110032669550790759,"[110065559328662312, 109255169651546057, 110263647481529225, 478928, 106239879479280892, 109872307124464426, 109843645854132009, 109256825651856924, 109325578651996823, 406599, 109841363425563934, 109862377225538511, 109314097148619306, 108080225985964573, 107698810256637307, 529211, 109948871240849673]"
711,109875793329156630,"[110065559328662312, 109259410881013511, 406599]"
6478,109835529188868068,"[109256825651856924, 110231472339201753, 110228692341302152, 110065559328662312, 406599]"
9129,109244913339862105,[110065559328662312]
8204,110013513009205592,"[108198814192535042, 109371689973439751, 109363823347385012, 109584735127076235, 109378789146972242, 109523478615010874, 108295584171587519, 109301725089950283, 110211631281081389, 109847281499982022, 109640155430843719, 109370873211976429, 110169251331639304, 110264440664953320, 109818402940617850, 109557201095690752, 110171212659047369, 109652041187640871, 109312975538916255, 109829274962526754, 107180528948230095, 109429587956530770, 109867017009128854, 109831723995384120, 109436110167743269, 109594888676628139, 110011093251643718, 109945738517919368, 109404595605313399, 109363818535181301, 109600515949457785, 109275020891290332, 110065559328662312, 109366815941303735, 110212242837000475, 110166243279142469, 109799595756848908, 109963296476820897, 109849150745995709, 110068196236041588]"
712,108192774219909903,"[110167554268575309, 110189258283226346, 110065559328662312, 110183932719154793, 109843645854132009, 108295584171587519]"
9112,110203278319255302,"[110167554268575309, 254743, 110189258283226346, 110114487958335679, 110065559328662312, 110025381911119363, 109255693367684129, 109977526971400289, 109259977671401889, 109843645854132009, 529211, 109838080825070964, 109256825651856924, 109750902688660210, 109252187676636400, 109322108503796648]"
1245,109847115629879659,[]
9785,109252473464446855,"[110065559328662312, 529211, 109222256111047682, 406599]"
6848,108193566453639464,[]
5133,110086421406351792,[110065559328662312]
715,41635,"[110065559328662312, 110025381911119363]"
3463,109251428687235255,"[109368551650244440, 109396495318843621, 109337439662568067, 108132825966232566, 110204921787464673, 109833562263050368, 109428627195948326, 109473201331952350, 510714, 110138442733246817, 106295172429701829, 109287830868106662, 109466833441500530, 109895188651270736, 110065559328662312, 109257056851693761, 109836161243995972, 109277908860437291, 109302965565450901, 109885613398402109, 1000789, 1022321, 109520768124043522, 109134]"
4394,109357236101402411,"[110231472339201753, 109843645854132009, 109256825651856924, 110065559328662312, 109364259768232698, 110025381911119363]"
4568,109253199884600038,"[110065559328662312, 110025381911119363, 109904006878891480, 109843645854132009, 109256825651856924, 529211, 131952, 782474, 406599]"
8803,109837592503131561,[110065559328662312]
8489,780248,[110065559328662312]
7701,228531,"[110025381911119363, 110065559328662312, 563859, 406599, 109843645854132009, 109259410881013511, 109256825651856924]"
212,108198473140872431,"[109423163209849522, 109295102825352805, 108161012064284636, 110306619769926403, 109860655675869429, 985396, 109919033441634928, 41635, 109591828114912760, 110299747637352593, 1100919, 109338766169609142, 110283481421531909, 109383202812252410, 110279577422010508, 109307005540531785, 109334670287278519, 109540787687940718, 109854423249944679, 109363987051123799, 109328343580531135, 109302740940470198, 110274394988811909, 109955591759062925, 110266162634306901, 110272644164233510, 109976197075332554, 109270141260161487, 109288286274649955, 109332760595419533, 109278450293866322, 110261825314786900, 109527459504798854, 109524557188083541, 109526150395207203, 109322667641086980, 109530058538993908, 109332173854504671, 109257554662308867, 308376]"
6838,283440,"[109837592503131561, 110189489880231650, 109893807417152724, 109954913364124906, 110188194979478512, 110227440173098389, 1187028, 1269606, 15023, 233670, 236983, 110279577422010508, 109307828225826332, 51903, 109362801246870174, 109299436949940354, 109244300415875978, 110283055754513174, 109257483808313190, 109382566870378237, 110000477131104596, 110227411956499425, 109368402300749966, 109367233131939043, 109368913769833102, 109293200456032412, 109258656608370660, 109383884993542659, 109362820067232699, 109293638497144815, 109343806066121764, 109361263628420986, 109288078745273072, 109295102825352805, 109327265001657740, 108221322111838061, 109329924938872877, 109372039448861599, 109304919314062227, 109307192308058151]"
1010,110243953132714930,"[109258532511340770, 109497596462972876, 110227411956499425, 109860655675869429, 109333121042471024, 41635, 108196335223267000, 109536809870062918, 110276966710726128, 110271433081762575, 12108, 109994973384950059, 109258580737617925, 108243340664949652, 109838199362506749, 110239318984768572, 110239878189790063, 1133072, 109905645034116180, 109842856124169115, 110199527609916731, 109854888659417547, 110255611570225090, 373459, 109251628927842911, 108194363543185150, 425635, 109309067925276350, 110192471998895979, 110232997061440173, 109497031534678908, 109520985493550954, 109254519388773773, 109972499893408562, 108197900630052143, 110232935912675518, 473962, 109248256421082688, 109258736700495274, 109981531130646465]"
5990,485336,"[41635, 109241950695530231, 110141172424536208, 109507766952346103, 108233402803236837, 504993, 109257050230682455, 109502260753916593, 110025075238633114, 691094, 414521, 314562, 283242, 425618, 407788, 109370666865262646, 109259296548994894, 233285, 109219771731582731, 108421024857037661, 236080, 109519628491556158, 512078, 412906, 470271, 109246358402616382]"
3172,109873331933780948,"[780248, 777706, 623648, 109326926763535765, 109354029529328738, 110118205491340944, 110297860211560728, 109496287057422088, 109303643948405269, 110191305952044634, 109258162267170975, 109513876249261875, 108170313942561366, 110287685451604853, 108646309657620090, 269581, 109366105847037101, 109359093743492173, 108193306415412751, 109244566360072139, 109245554436089029, 109366262924457354, 109548090007104910, 108284283016462959, 109313882285440041, 109318128778429626, 109292929514346332, 109254666140075023, 108317122958793478, 109499796936566862, 109246553984158620, 109354275819287451, 1185988, 109930924888863623, 109250215115092977, 479686, 109509285860709979, 110106092167690437, 109252986941126177, 110297120659556710]"
334,109255930949131696,"[559242, 109246783472356848, 453724, 41635, 453394, 109259317667286444, 109360650271368466, 109327188216871184, 239994]"
8305,18780,"[233537, 109303507992208084, 41635, 110020964923155487, 109248079834869691, 14487, 10098, 109854279796893712, 15487, 109248440907909022, 109251452203119297, 109257619631685691, 109257906803912470, 109501975326702379, 109383834708129347, 108194890308088987, 109506018981207807, 108227380844170845, 2400, 208169, 109253288464043190, 39744, 109246024692851423, 109290863468520688, 109468330179390374, 35703]"
2210,108193811104401122,"[109251809036751357, 110272163293403891, 109246566022744808, 109826482577390996, 109507790005818552, 109521133253432690, 265602, 109367105875151014, 109514605316283460, 237278, 109241640066823957, 496030, 268978, 109258067837664642, 238250, 109259733959194695, 109257855384535435, 109151022235776665, 108242556686969160, 106936877311700579, 109247794675008963, 109251949799762787, 464564, 109869741462984298, 109252584079250366, 109251886904079015, 109412921226507991, 106519828156952418, 109508101729902940, 109248440907909022, 1119380, 109944826587286009, 109359996976692966, 108353075470630656, 109248542803230344, 109251403544561549, 109258710919700001, 109978590135549675, 108209928128783787, 109927284486667894]"
4271,110013513009205592,[]
6740,1202480,"[110306874589895142, 109244300415875978, 108194428751240116, 1054428, 109518302727793789, 41635, 108197900630052143, 109334486439720790, 109503593648332076, 109501790003955166, 109520500303623958, 110096568310587923, 110171333435808338, 109245927055418203, 109297280241538513, 109253199563738864, 108262215984790565, 109243344158935186, 108194488980309664, 808827, 110128881170754187, 109296890490493194, 109257646014387336, 109246039769118046, 108228513830587471, 109493708384540699, 109257982635114466, 109246199302415148, 110010961466059033, 109316481542138152, 109921557753860262, 109967633937186601, 109297500981599578, 109836107389306606, 108193192117907092, 510714, 1, 26897, 2400, 109242872651792271]"
233,109246229585470651,"[109297280241538513, 239994, 41635]"
5950,109247287956023823,"[41635, 109258768109778160, 72270, 109386419741079896, 559242, 109903348431735612, 108192922247613323, 365981, 499146, 109115729770864468, 14469, 109507783898717434, 108195046425770204, 418269, 7262, 109259147550279945, 109246650362344536, 108245723457268935, 109252692467702564, 109258042641030432, 109297760525386768, 109315599052155470, 109245783259211107, 848514, 108243207600039266, 109312631954909464, 109258829538477385, 991336, 108197550408617964, 108194513977756967, 275407, 108198176380165531, 362128, 488416, 1023173, 108194494782459272, 479177, 108193536270114883, 109252603191613691, 516866]"
5737,283440,"[109512643927608673, 110266162634306901, 109297165955005600, 109259486623287703, 2400, 29256, 41635, 109343294037329626, 1, 109297267936822269, 109245459437280357, 29412, 109373774912342849, 358035, 109532147965068108, 109259317667286444, 109297280241538513, 356249, 454368, 504993, 109252650325128475, 108199369635905314, 449871, 110090724473726417]"
7921,8407,"[109326922175305173, 110117639364994604, 41635, 109259317667286444, 471607, 109259486623287703]"
2348,110127582301005315,"[109872604724693091, 109897951549644550, 18076, 1099389, 109257667776772001, 108197168887144208, 833408, 109248022493147843, 109252012248689087, 110189426046081026, 109249871917267670, 109243706270006429, 108289292558187589, 109353479054062512, 109328074638035706, 36895, 109514079259094843, 7132, 109258768109778160, 524946, 834824, 108326805067117558, 109243209118714384, 109518492758963150, 109312049068449162, 109297954383169240, 109248391235510402, 109258731701352688, 108266370371249440, 109205963723515372, 76943, 110242032453073864, 110221981869972727, 108221322111838061, 41635, 26600, 517246, 314629, 109315571638545866, 109251928870576161]"
2036,110246225536625491,"[108193337793952508, 41635, 109357459634993324, 109243323638699911, 109362199590280979, 407079, 8334, 109252043786856482, 29256, 108195927490045178, 109245459437280357, 109362085049108423]"
7484,151275,"[110279577422010508, 109294110905545309, 110197696510613957, 62568, 109461767719125036, 110272644164233510, 109367501262467775, 109363174530010233, 109261577414253733, 109366994077974330, 109547172912045730, 109285645118988629, 108205165237663770, 108201136277785960, 108328903083721372, 109313750689324319, 109393977826033271, 109302751815953103, 109942581746415719, 109338859433499512, 109680799446270782, 107628028437425670, 109916450319714911, 12108, 109330344749342988, 109298118772474323, 108234798912480971, 109249658402510624, 109315486372034757, 110260295379455725, 230084, 109300581215791673, 109837239342281704, 42049, 109717854424817197, 109325288085833368, 109334906963792896, 109388552499994955, 109271441687908011, 109291144512509908]"
